L	17.90175	18.21826	1477010449500000.00	17.80263	18.39943	-3.338496	3.451991	2.339482	0.5484374
L	17.3845	18.70391	1477010449600000.00	17.45946	18.73533	-3.5239	3.265092	2.394298	0.5472231
L	17.1762	18.88634	1477010449700000.00	17.09827	19.05208	-3.698831	3.06904	2.448983	0.5456631
L	16.57341	19.05196	1477010449800000.00	16.72015	19.34878	-3.862783	2.864551	2.503504	0.5437585
L	16.23383	19.61705	1477010449900000.00	16.32622	19.62465	-4.015308	2.652373	2.557826	0.5415104
L	15.92426	19.87029	1477010450000000.00	15.91763	19.87894	-4.156022	2.433288	2.611914	0.5389203
L	15.43319	20.1836	1477010450100000.00	15.49559	20.11101	-4.284605	2.2081	2.665735	0.5359898
L	15.20164	20.43853	1477010450200000.00	15.06132	20.32029	-4.400804	1.977632	2.719255	0.5327207
L	14.66649	20.60881	1477010450300000.00	14.61607	20.5063	-4.504432	1.742721	2.772439	0.5291152
L	14.05209	20.59237	1477010450400000.00	14.1611	20.66863	-4.59537	1.504208	2.825254	0.5251755
L	13.46865	20.72533	1477010450500000.00	13.69769	20.80697	-4.673567	1.262937	2.877667	0.5209041
L	13.10723	20.8294	1477010450600000.00	13.22711	20.92108	-4.739038	1.019748	2.929644	0.5163036
L	12.87291	21.05917	1477010450700000.00	12.75063	21.01082	-4.791865	0.7754692	2.981153	0.5113771
L	12.2062	21.11	1477010450800000.00	12.26949	21.07612	-4.832191	0.5309122	3.032162	0.5061275
L	11.68143	20.86511	1477010450900000.00	11.78496	21.117	-4.860224	0.2868691	3.082637	0.5005583
L	11.36299	21.06885	1477010451000000.00	11.29823	21.13353	-4.876229	0.04410566	3.132548	0.4946729
L	10.89027	20.92695	1477010451100000.00	10.81049	21.12589	-4.880526	-0.1966426	3.181862	0.488475
L	10.18897	21.20896	1477010451200000.00	10.32291	21.09432	-4.873488	-0.4346744	3.230549	0.4819687
L	9.996342	20.97967	1477010451300000.00	9.83658	21.03913	-4.855539	-0.6693266	3.278577	0.4751579
L	9.539206	20.8762	1477010451400000.00	9.352578	20.96067	-4.827144	-0.899977	3.325917	0.468047
L	8.70331	20.82208	1477010451500000.00	8.87192	20.85938	-4.78881	-1.126048	3.372539	0.4606404
L	8.222766	20.48388	1477010451600000.00	8.395572	20.73575	-4.741079	-1.347006	3.418412	0.4529429
L	7.885988	20.44999	1477010451700000.00	7.924445	20.59031	-4.684526	-1.562369	3.463509	0.4449593
L	7.180292	20.39198	1477010451800000.00	7.459388	20.42365	-4.619752	-1.771702	3.5078	0.4366947
L	6.815424	20.18591	1477010451900000.00	7.001193	20.23638	-4.547379	-1.97462	3.551257	0.4281543
L	6.38914	20.01365	1477010452000000.00	6.550586	20.02916	-4.468049	-2.170789	3.593854	0.4193434
L	5.861189	19.8306	1477010452100000.00	6.10823	19.80269	-4.382413	-2.359926	3.635563	0.4102676
L	5.690891	19.57551	1477010452200000.00	5.674721	19.55767	-4.291136	-2.541796	3.676358	0.4009327
L	5.170214	19.43968	1477010452300000.00	5.250589	19.29485	-4.194883	-2.716216	3.716213	0.3913446
L	4.891493	18.98201	1477010452400000.00	4.836298	19.01497	-4.094322	-2.883047	3.755103	0.3815093
L	4.4685	18.83396	1477010452500000.00	4.432244	18.7188	-3.990117	-3.042199	3.793004	0.371433
L	4.26269	18.48096	1477010452600000.00	4.038758	18.40711	-3.882925	-3.193624	3.829891	0.3611222
L	3.459187	18.16698	1477010452700000.00	3.656107	18.08067	-3.773392	-3.337317	3.865741	0.3505832
L	3.12525	17.74933	1477010452800000.00	3.284491	17.74025	-3.662152	-3.47331	3.900532	0.3398228
L	2.944902	17.81537	1477010452900000.00	2.924051	17.38662	-3.549823	-3.601673	3.934241	0.3288477
L	2.55407	17.08533	1477010453000000.00	2.574864	17.02053	-3.437004	-3.722509	3.966847	0.317665
L	2.253706	16.83344	1477010453100000.00	2.23695	16.64273	-3.324275	-3.835952	3.998331	0.3062816
L	1.889717	16.10539	1477010453200000.00	1.910273	16.25395	-3.212192	-3.942161	4.02867	0.2947047
L	1.447453	16.08532	1477010453300000.00	1.594741	15.8549	-3.101288	-4.041322	4.057848	0.2829417
L	1.18395	15.4284	1477010453400000.00	1.290209	15.44628	-2.992073	-4.133638	4.085845	0.271
L	0.7227056	15.00752	1477010453500000.00	0.9964857	15.02876	-2.885028	-4.219333	4.112643	0.2588872
L	0.7373005	14.70472	1477010453600000.00	0.7133303	14.60299	-2.78061	-4.298641	4.138226	0.2466108
L	0.2534352	14.20285	1477010453700000.00	0.4404586	14.16959	-2.679249	-4.37181	4.162577	0.2341786
L	0.459172	13.68556	1477010453800000.00	0.177545	13.72916	-2.581347	-4.439094	4.185681	0.2215985
L	-0.1903443	13.28556	1477010453900000.00	-0.07577534	13.28229	-2.487279	-4.500752	4.207524	0.2088785
L	0.04623085	12.93011	1477010454000000.00	-0.3199031	12.82952	-2.397395	-4.557043	4.228091	0.1960265
L	-0.4764816	12.36331	1477010454100000.00	-0.5552727	12.37136	-2.312016	-4.608226	4.24737	0.1830507
L	-0.582624	12.03858	1477010454200000.00	-0.7823495	11.90833	-2.23144	-4.654556	4.265349	0.1699593
L	-1.172116	11.39876	1477010454300000.00	-1.001627	11.44089	-2.155937	-4.696281	4.282015	0.1567606
L	-1.392886	11.04239	1477010454400000.00	-1.213625	10.96948	-2.085754	-4.733638	4.29736	0.1434628
L	-1.496867	10.41982	1477010454500000.00	-1.418886	10.49454	-2.021113	-4.766857	4.311372	0.1300744
L	-1.618749	10.23736	1477010454600000.00	-1.617975	10.01647	-1.962215	-4.79615	4.324043	0.1166039
L	-1.733813	9.71347	1477010454700000.00	-1.811474	9.535641	-1.909235	-4.821717	4.335365	0.1030597
L	-1.938328	8.770285	1477010454800000.00	-1.999983	9.052426	-1.862331	-4.843738	4.345331	0.08945044
L	-2.176802	8.541096	1477010454900000.00	-2.184116	8.567169	-1.821636	-4.862378	4.353935	0.07578466
L	-2.218754	8.153395	1477010455000000.00	-2.3645	8.080199	-1.787265	-4.877779	4.361171	0.06207101
L	-2.596742	7.602881	1477010455100000.00	-2.541771	7.591835	-1.759313	-4.890064	4.367034	0.04831816
L	-2.798651	7.064004	1477010455200000.00	-2.716576	7.102382	-1.737856	-4.899332	4.371522	0.03453479
L	-2.746508	6.868668	1477010455300000.00	-2.889567	6.612138	-1.722953	-4.905662	4.37463	0.0207296
L	-2.902166	6.229886	1477010455400000.00	-3.061402	6.121393	-1.714642	-4.909108	4.376358	0.006911322
L	-3.177805	5.531013	1477010455500000.00	-3.23274	5.630435	-1.712946	-4.909701	4.376703	-0.006911322
L	-3.430309	5.10507	1477010455600000.00	-3.404243	5.139548	-1.717867	-4.907446	4.375667	-0.0207296
L	-3.694351	4.521963	1477010455700000.00	-3.576574	4.649018	-1.729394	-4.902326	4.373248	-0.03453479
L	-4.002383	4.046836	1477010455800000.00	-3.75039	4.159132	-1.747494	-4.8943	4.36945	-0.04831816
L	-3.880532	3.751771	1477010455900000.00	-3.926347	3.670186	-1.772118	-4.883302	4.364274	-0.06207101
L	-4.151192	3.219682	1477010456000000.00	-4.105094	3.18248	-1.803198	-4.869246	4.357724	-0.07578466
L	-4.324508	2.550338	1477010456100000.00	-4.287274	2.696326	-1.840648	-4.852019	4.349804	-0.08945044
L	-4.61223	2.091916	1477010456200000.00	-4.473517	2.212048	-1.884364	-4.831491	4.340518	-0.1030597
L	-4.868289	1.534418	1477010456300000.00	-4.664445	1.729983	-1.934219	-4.807509	4.329873	-0.1166039
L	-4.667788	1.286427	1477010456400000.00	-4.860665	1.250487	-1.990068	-4.779901	4.317875	-0.1300744
L	-4.854981	0.8256615	1477010456500000.00	-5.062768	0.7739301	-2.051745	-4.748478	4.304533	-0.1434628
L	-5.123096	0.2573111	1477010456600000.00	-5.271329	0.300706	-2.119061	-4.713034	4.289853	-0.1567606
L	-5.299723	-0.2129817	1477010456700000.00	-5.4869	-0.1687723	-2.191805	-4.67335	4.273847	-0.1699593
L	-5.853586	-0.4458011	1477010456800000.00	-5.710014	-0.6340686	-2.269743	-4.629193	4.256523	-0.1830507
L	-5.878354	-1.26863	1477010456900000.00	-5.941177	-1.094723	-2.352615	-4.580321	4.237893	-0.1960265
L	-6.272635	-1.509379	1477010457000000.00	-6.180869	-1.55025	-2.440139	-4.526483	4.217968	-0.2088785
L	-6.34007	-2.136847	1477010457100000.00	-6.429541	-2.000141	-2.532004	-4.467422	4.196761	-0.2215985
L	-6.792876	-2.445797	1477010457200000.00	-6.68761	-2.44386	-2.627877	-4.402881	4.174286	-0.2341786
L	-6.800298	-3.100863	1477010457300000.00	-6.95546	-2.880843	-2.727396	-4.3326	4.150556	-0.2466108
L	-7.121178	-3.264337	1477010457400000.00	-7.233435	-3.310505	-2.830171	-4.256323	4.125587	-0.2588872
L	-7.490093	-3.490813	1477010457500000.00	-7.521842	-3.732231	-2.935789	-4.1738	4.099395	-0.271
L	-7.880489	-4.297826	1477010457600000.00	-7.820942	-4.145385	-3.043807	-4.08479	4.071995	-0.2829417
L	-8.224922	-4.798125	1477010457700000.00	-8.130953	-4.549304	-3.153756	-3.989064	4.043406	-0.2947047
L	-8.335522	-5.105899	1477010457800000.00	-8.452043	-4.943306	-3.265143	-3.886408	4.013645	-0.3062816
L	-8.914773	-5.517524	1477010457900000.00	-8.78433	-5.326687	-3.377447	-3.776628	3.982731	-0.317665
L	-9.033911	-5.802665	1477010458000000.00	-9.127879	-5.698724	-3.490125	-3.659551	3.950683	-0.3288477
L	-9.308113	-5.82368	1477010458100000.00	-9.482699	-6.05868	-3.60261	-3.535029	3.917523	-0.3398228
L	-9.625472	-6.559576	1477010458200000.00	-9.848741	-6.405802	-3.714314	-3.402945	3.88327	-0.3505832
L	-10.22458	-6.834023	1477010458300000.00	-10.2259	-6.739329	-3.82463	-3.263211	3.847947	-0.3611222
L	-10.76162	-7.291586	1477010458400000.00	-10.61399	-7.058492	-3.932934	-3.115774	3.811576	-0.371433
L	-11.22191	-7.569794	1477010458500000.00	-11.0128	-7.362519	-4.038585	-2.960619	3.774179	-0.3815093
L	-11.09344	-7.677602	1477010458600000.00	-11.42202	-7.650638	-4.140935	-2.797773	3.735781	-0.3913446
L	-11.52688	-7.821504	1477010458700000.00	-11.84128	-7.922082	-4.239323	-2.627303	3.696405	-0.4009327
L	-12.09003	-8.088283	1477010458800000.00	-12.27017	-8.176094	-4.333085	-2.449321	3.656077	-0.4102676
L	-12.4231	-8.259904	1477010458900000.00	-12.70817	-8.411929	-4.421555	-2.263987	3.614821	-0.4193434
L	-13.29111	-8.645942	1477010459000000.00	-13.15473	-8.628861	-4.504069	-2.071509	3.572665	-0.4281543
L	-13.38401	-8.575829	1477010459100000.00	-13.60922	-8.826188	-4.579969	-1.872143	3.529634	-0.4366947
L	-13.99591	-8.992638	1477010459200000.00	-14.07094	-9.003236	-4.64861	-1.666195	3.485756	-0.4449593
L	-14.42726	-9.187501	1477010459300000.00	-14.53913	-9.159364	-4.70936	-1.454024	3.441059	-0.4529429
L	-15.06203	-9.043962	1477010459400000.00	-15.01298	-9.293968	-4.761607	-1.236035	3.395571	-0.4606404
L	-15.66822	-9.567493	1477010459500000.00	-15.4916	-9.406491	-4.804762	-1.012687	3.34932	-0.468047
L	-16.08623	-9.598186	1477010459600000.00	-15.97406	-9.49642	-4.838268	-0.7844842	3.302335	-0.4751579
L	-16.42286	-9.370292	1477010459700000.00	-16.45935	-9.563299	-4.861599	-0.5519803	3.254647	-0.4819687
L	-17.11319	-9.430434	1477010459800000.00	-16.94644	-9.606726	-4.874268	-0.3157729	3.206286	-0.488475
L	-17.5448	-9.574848	1477010459900000.00	-17.43425	-9.626363	-4.875828	-0.07650244	3.157282	-0.4946729
L	-17.97244	-9.422985	1477010460000000.00	-17.92162	-9.621939	-4.865881	0.1651507	3.107665	-0.5005583
L	-18.27625	-9.609973	1477010460100000.00	-18.40741	-9.593251	-4.844078	0.4084701	3.057468	-0.5061275
L	-18.95448	-9.515445	1477010460200000.00	-18.89039	-9.540172	-4.810124	0.6527066	3.006722	-0.5113771
L	-19.2983	-9.098652	1477010460300000.00	-19.36936	-9.462647	-4.763781	0.8970831	2.955459	-0.5163036
L	-19.87313	-8.964172	1477010460400000.00	-19.84305	-9.360706	-4.704871	1.140799	2.903712	-0.5209041
L	-20.16074	-9.596632	1477010460500000.00	-20.31021	-9.234455	-4.63328	1.383034	2.851512	-0.5251755
L	-20.65956	-8.915274	1477010460600000.00	-20.76955	-9.084085	-4.548955	1.622957	2.798894	-0.5291152
L	-21.01954	-8.850815	1477010460700000.00	-21.21982	-8.909871	-4.451913	1.859725	2.745891	-0.5327207
L	-21.50286	-8.871913	1477010460800000.00	-21.65974	-8.712172	-4.342235	2.092496	2.692535	-0.5359898
L	-21.97934	-8.570888	1477010460900000.00	-22.08805	-8.491431	-4.220073	2.32043	2.63886	-0.5389203
L	-22.5838	-8.352956	1477010461000000.00	-22.50351	-8.248174	-4.085642	2.542698	2.584901	-0.5415104
L	-22.98609	-7.672402	1477010461100000.00	-22.90492	-7.98301	-3.939227	2.758484	2.530692	-0.5437585
L	-23.47772	-7.565831	1477010461200000.00	-23.29109	-7.696629	-3.781177	2.966995	2.476266	-0.5456631
L	-23.54077	-7.360692	1477010461300000.00	-23.66088	-7.389798	-3.611907	3.167464	2.421659	-0.5472231
L	-23.93837	-7.261707	1477010461400000.00	-24.01319	-7.063359	-3.431889	3.359156	2.366904	-0.5484374
L	-24.25736	-6.435202	1477010461500000.00	-24.34697	-6.718227	-3.241657	3.541377	2.312037	-0.5493053
L	-24.30075	-6.437988	1477010461600000.00	-24.66123	-6.355382	-3.0418	3.713473	2.257091	-0.5498263
L	-25.14596	-5.919019	1477010461700000.00	-24.95505	-5.975869	-2.832955	3.874837	2.202102	-0.55
L	-25.19409	-5.643722	1477010461800000.00	-25.22755	-5.580789	-2.615809	4.024918	2.147104	-0.5498263
L	-25.57125	-5.102407	1477010461900000.00	-25.47795	-5.171298	-2.39109	4.163218	2.092132	-0.5493053
L	-25.69517	-4.899949	1477010462000000.00	-25.70552	-4.748596	-2.159561	4.2893	2.037221	-0.5484374
L	-25.95157	-4.266589	1477010462100000.00	-25.90963	-4.313924	-1.922018	4.402788	1.982406	-0.5472231
L	-26.1198	-3.677232	1477010462200000.00	-26.08971	-3.86856	-1.679284	4.503373	1.92772	-0.5456631
L	-25.99736	-3.24722	1477010462300000.00	-26.2453	-3.413805	-1.4322	4.590811	1.873199	-0.5437585
L	-26.17411	-2.878854	1477010462400000.00	-26.376	-2.950983	-1.181621	4.664928	1.818877	-0.5415104
L	-26.67403	-2.738519	1477010462500000.00	-26.4815	-2.481434	-0.9284109	4.725618	1.764789	-0.5389203
L	-26.66913	-2.173329	1477010462600000.00	-26.56159	-2.006501	-0.6734344	4.772843	1.710968	-0.5359898
L	-26.4671	-1.532073	1477010462700000.00	-26.61613	-1.52753	-0.4175523	4.806636	1.657449	-0.5327207
L	-26.59975	-1.142766	1477010462800000.00	-26.64509	-1.045858	-0.1616155	4.827096	1.604265	-0.5291152
L	-26.73546	-0.5953902	1477010462900000.00	-26.64848	-0.5628115	0.09354119	4.834389	1.55145	-0.5251755
L	-26.45533	0.06026528	1477010463000000.00	-26.62645	-0.07969471	0.3471043	4.828743	1.499037	-0.5209041
L	-26.62014	0.5758802	1477010463100000.00	-26.57917	0.4022133	0.598287	4.810449	1.447059	-0.5163036
L	-26.72929	1.060825	1477010463200000.00	-26.50694	0.8816656	0.8463337	4.779858	1.39555	-0.5113771
L	-26.39862	1.422123	1477010463300000.00	-26.41011	1.357453	1.090525	4.737372	1.344542	-0.5061275
L	-26.35944	1.79315	1477010463400000.00	-26.28908	1.82841	1.330181	4.683449	1.294066	-0.5005583
L	-26.25018	2.184809	1477010463500000.00	-26.14436	2.293419	1.564667	4.618589	1.244155	-0.4946729
L	-26.06412	2.807007	1477010463600000.00	-25.97648	2.751414	1.793393	4.54334	1.194841	-0.488475
L	-25.83448	3.420054	1477010463700000.00	-25.78605	3.201385	2.015821	4.458284	1.146154	-0.4819687
L	-25.66661	3.635086	1477010463800000.00	-25.57373	3.642385	2.231463	4.364038	1.098126	-0.4751579
L	-25.74924	3.999675	1477010463900000.00	-25.34022	4.073527	2.439886	4.261248	1.050786	-0.468047
L	-25.02143	4.528026	1477010464000000.00	-25.08625	4.493991	2.64071	4.150582	1.004165	-0.4606404
L	-25.03631	4.884993	1477010464100000.00	-24.8126	4.903026	2.833613	4.032728	0.9582913	-0.4529429
L	-24.50414	5.352928	1477010464200000.00	-24.52008	5.299948	3.018326	3.908388	0.9131948	-0.4449593
L	-24.1159	5.611521	1477010464300000.00	-24.20952	5.684145	3.194637	3.778271	0.8689038	-0.4366947
L	-23.9153	5.943773	1477010464400000.00	-23.88176	6.055076	3.362388	3.643093	0.8254461	-0.4281543
L	-23.64709	6.29102	1477010464500000.00	-23.53768	6.412271	3.521475	3.503569	0.7828493	-0.4193434
L	-23.00988	6.861822	1477010464600000.00	-23.17813	6.755333	3.671846	3.360409	0.7411402	-0.4102676
L	-22.69912	7.063003	1477010464700000.00	-22.80398	7.083934	3.813497	3.214315	0.7003452	-0.4009327
L	-22.50832	7.315242	1477010464800000.00	-22.41611	7.397815	3.946474	3.065978	0.6604901	-0.3913446
L	-22.19469	7.694784	1477010464900000.00	-22.01538	7.696786	4.070867	2.916073	0.6215999	-0.3815093
L	-21.64727	7.94	1477010465000000.00	-21.60264	7.980724	4.186809	2.765256	0.5836994	-0.371433
L	-21.08525	7.832295	1477010465100000.00	-21.17873	8.249571	4.294471	2.614165	0.5468125	-0.3611222
L	-21.05193	8.509834	1477010465200000.00	-20.74445	8.503329	4.394061	2.463411	0.5109623	-0.3505832
L	-20.21	8.68914	1477010465300000.00	-20.30062	8.742063	4.485819	2.313582	0.4761716	-0.3398228
L	-20.06326	8.867236	1477010465400000.00	-19.84799	8.965893	4.570015	2.165237	0.4424624	-0.3288477
L	-19.48608	8.966645	1477010465500000.00	-19.3873	9.174993	4.646942	2.01891	0.4098559	-0.317665
L	-18.67863	9.191907	1477010465600000.00	-18.91928	9.369592	4.716918	1.875103	0.3783728	-0.3062816
L	-18.42417	9.46852	1477010465700000.00	-18.44458	9.549965	4.780277	1.734289	0.3480329	-0.2947047
L	-17.77364	9.724776	1477010465800000.00	-17.96387	9.716433	4.83737	1.59691	0.3188553	-0.2829417
L	-17.34358	9.881093	1477010465900000.00	-17.47773	9.869361	4.888556	1.46338	0.2908586	-0.271
L	-16.88756	10.14499	1477010466000000.00	-16.98676	10.00915	4.934206	1.334081	0.2640604	-0.2588872
L	-16.51533	10.30912	1477010466100000.00	-16.49148	10.13625	4.97469	1.209366	0.2384776	-0.2466108
L	-16.00595	10.1843	1477010466200000.00	-15.99238	10.25112	5.010385	1.089559	0.2141263	-0.2341786
L	-15.56987	10.1904	1477010466300000.00	-15.48993	10.35428	5.041663	0.9749565	0.1910221	-0.2215985
L	-14.93648	10.47218	1477010466400000.00	-14.98455	10.44625	5.068892	0.8658283	0.1691794	-0.2088785
L	-14.40883	10.22201	1477010466500000.00	-14.47663	10.5276	5.092432	0.7624177	0.148612	-0.1960265
L	-13.80486	10.93833	1477010466600000.00	-13.96652	10.59891	5.112633	0.6649439	0.129333	-0.1830507
L	-13.3556	10.5517	1477010466700000.00	-13.45452	10.66078	5.129834	0.5736031	0.1113545	-0.1699593
L	-12.95906	11.00989	1477010466800000.00	-12.94094	10.71383	5.144357	0.4885696	0.09468793	-0.1567606
L	-12.37133	10.60914	1477010466900000.00	-12.42601	10.75871	5.156511	0.4099975	0.07934372	-0.1434628
L	-11.94509	11.0515	1477010467000000.00	-11.90996	10.79606	5.166582	0.3380221	0.06533161	-0.1300744
L	-11.45483	10.94067	1477010467100000.00	-11.39299	10.82655	5.174838	0.2727614	0.05266044	-0.1166039
L	-10.60086	10.68225	1477010467200000.00	-10.87526	10.85086	5.181525	0.2143171	0.04133822	-0.1030597
L	-10.41423	10.87465	1477010467300000.00	-10.35691	10.86967	5.186866	0.1627763	0.0313721	-0.08945044
L	-9.834446	11.10321	1477010467400000.00	-9.838085	10.88367	5.19106	0.1182124	0.02276837	-0.07578466
L	-9.306602	11.03476	1477010467500000.00	-9.318874	10.89357	5.194279	0.08068649	0.01553247	-0.06207101
L	-8.788986	11.07066	1477010467600000.00	-8.799372	10.90007	5.19667	0.05024805	0.009668977	-0.04831816
L	-8.620445	10.65766	1477010467700000.00	-8.279654	10.90389	5.198353	0.02693593	0.005181582	-0.03453479
L	-7.519712	11.00045	1477010467800000.00	-7.759787	10.90573	5.199421	0.01077906	0.002073124	-0.0207296
L	-7.156314	10.81504	1477010467900000.00	-7.239828	10.90631	5.199937	0.001796922	0.000345566	-0.006911322
